nom,adresse,description,telephone,courriel,site_web,territoire,clientele,categorie_territoire
réseau québécois de la télésanté,Montréal QC,Portail du Réseau québecois de la télésanté offrant des services de santé à distance.Services cliniques pour les patient·e·s: Suivis virtuels en milieu de vie (SVMV). Rencontre virtuelle avec infirmiè...,1 833 564-0404,,telesantequebec.ca,le Québec,"grand public, professionnel·le·s en télésanté",provincial
comité des usagers saint-léonard-saint-michel,Montréal QC,Comité des personnes usagères. Renseignements sur les droits et obligations. Défense des droits et intérêts. Accompagnement dans les démarches pour porter plainte.,514 722-3000 poste 4496,comiteusagers.slsm.cemtl@ssss.gouv.qc.ca,ciusss-estmtl.gouv.qc.ca/propos/comite-des-usagers-et-des-residents,île de Montréal,personnes usagères du CLSC de Saint-Léonard et du CLSC de Saint-Michel,montreal
gai et gris montréal,Montréal Montréal QC,"Groupe social visant à briser l'isolement des personnes aînées 2ELGBTQI+ d'expression anglaise. Activités récréatives: visites au musée, films, dîners, activités physiques, etc. Rencontre hebdomadaire...",514 487-6760,info@ggmtl.org,gayandgreymontreal.com/?lang=fr,île de Montréal,personnes aînées de plus de 50 ans anglophones de la communauté 2ELGBTQI+,montreal
action pour la communauté-est - clinique d'impôts,Rivière-des-Prairies Montréal QC,Clinique d'impôts ouverte toute l'année sur rendez-vous. Service à domicile pour personnes à mobilité restreinte. Déclaration d'impôts pour l'année courante et jusqu'à 11 années précédentes.,514 400-1283,impot.apc.est@proton.me,,Grand Montréal,personnes à revenu modeste ou sans revenus,grand_montreal
fédération des maisons d'hébergement pour femmes,Rosemont—La Petite-Patrie Montréal QC,Lieu d'échange et de formation pour les maisons membres. Promotion et sensibilisation. Défense des droits des femmes violentées et de leurs enfants. Représentation des maisons d'hébergement membres.,514 878-9757,info@fmhf.ca,fmhf.ca,le Québec,"maisons, gîtes, refuges et autres services sans but lucratif visant le bien-être ou la réinsertion des femmes vivant de la violence ou des difficultés d'intégration (itinérance, périodes de crise, toxicomanie, santé mentale)",provincial
ostéoporose canada,Montréal QC,Documentation et identification des facteurs de risque. Ligne d'information. Éducation. Groupes de soutien.,1 800 463-6842,montreal@osteoporosecanada.ca,osteoporosecanada.ca,le Québec,"personnes vivant avec l'ostéoporose, leurs proches",provincial
déphy montréal,Villeray—Saint-Michel—Parc-Extension Montréal QC,Regroupement des organismes de défense des droits des personnes vivant avec un handicap. Concertation. Réseautage. Action communautaire. Représentation.,514 255-4888,info@dephy-mtl.org,dephy-mtl.org,île de Montréal,organismes de défense des droits des personnes vivant avec une déficience physique ou sensorielle,montreal
albatros-montréal,Montréal QC,Accompagnement bénévole des personnes en soins palliatifs ou en fin de vie. Soutien aux proches. Formation des accompagnateur·rice·s. Conférences.,514 255-5530,info@albatros-mtl.ca,www.albatros-mtl.ca,Grand Montréal,"personnes en soins palliatifs ou en fin de vie, leurs proches",grand_montreal
recycfluo,Montréal QC,Programme de recyclage responsable des ampoules et tubes fluorescents contenant du mercure. Liste des points de chute: cliquer ici Service de collecte pour entreprises.,1 888 860-1654,info@recycfluo.ca,www.recycfluo.ca,le Québec,"grand public, entreprises, institutions",provincial
migraine québec,QC,"Information sur les migraines et les céphalées. Soutien et groupes d'entraide virtuels. Conférences, webinaires, infolettre mensuelle, ateliers et cours. Défense des intérêts des patient·e·s. Collabor...",,info@migrainequebec.org,migrainequebec.org,le Québec,personnes vivant avec la migraine ou des céphalées,provincial
association des orthopédagogues du québec (l'),Laval QC,Promotion de l'orthopédagogie et des pratiques orthopédagogiques. Représentation des orthopédagogues oeuvrant dans les écoles et auprès des individus. Formation continue. Bottin des orthopédagogues en...,1 855 263-4224,info@ladoq.ca,www.ladoq.ca/fr,le Québec,"orthopédagogues, grand public",provincial
comité des usagers de l'institut universitaire en santé mentale de montréal,Montréal QC,Comité des personnes usagères. Renseignements sur les droits et obligations. Défense des droits et intérêts. Accompagnement dans les démarches pour porter plainte.,514 251-4000 poste 3100,comiteusagers.iusmm@ssss.gouv.qc.ca,ciusss-estmtl.gouv.qc.ca/propos/comite-des-usagers-et-des-residents,île de Montréal,personnes usagères de l'Institut universitaire en santé mentale de Montréal,montreal
écomaris,Montréal Montréal QC,"Expéditions maritimes sur le Saint-Laurent axées sur l'apprentissage multidisciplinaire. Éducation environnementale, ateliers et conférences. Route des possibles: programme de mentorat pour valoriser ...",418 800-1126,info@ecomaris.org,ecomaris.org,le Québec,"cabestan: personnes de 18 à 30 ans sans emploi et qui ne sont pas aux études, route des possibles: femmes 18 ans et plus ayant un projet entrepreneurial, redonner le Saint-Laurent: personnes de 10 à 14 ans",provincial
armée du salut - abri d'espoir (l') - logements de transition,Montréal Montréal QC,"Logements de transition pour femmes. Hébergement à court, moyen et long terme: jusqu'à 24 mois avec repas fournis. Intervention psychosociale individuelle avec suivi. Salles communes, buander",514 934-5615,abriespoir.info@salvationarmy.ca,salvationarmy.ca/fr,Grand Montréal,femmes autonomes de 18 ans et plus en situation de vulnérabilité,grand_montreal
marijuana anonyme,Côte-des-Neiges—Notre-Dame-de-Grâce Montréal QC,Groupe d'entraide de 12 étapes pour personnes dépendantes à la marijuana. Liste de réunions: https://marijuana-anonymous.org/meetings/?region=canada-quebec,514 677-5108,MAlifewithhope@gmail.com,mamontreal.azurewebsites.net,le Québec,personnes qui souhaitent arrêter de consommer de la marijuana,provincial
toit pour elles (un),Montréal QC,Hébergement temporaire pour un maximum de 3 mois pour les femmes en processus de sortie de l'industrie du sexe. Soutien aux femmes hébergées et mise en place d'un plan d'action avec elles pour l'obten...,514 903-3553,info@untoitpourelles.org,www.untoitpourellesquebec.org,Grand Montréal,"femmes de 18 ans et plus ayant un vécu en lien avec l'industrie du sexe, femmes de 18 ans et plus en processus de sortie de la prostitution",grand_montreal
comité des usagers de la pointe-de-l'île,Montréal QC,Comité des personnes usagères. Renseignements sur les droits et obligations. Défense des droits et intérêts. Accompagnement dans les démarches pour porter plainte.,514 356-2572 poste 73108,france.girard.cemtl@ssss.gouv.qc.ca,ciusss-estmtl.gouv.qc.ca/propos/comite-des-usagers-et-des-residents,île de Montréal,"personnes usagères du CLSC de l'Est-de-Montréal, du CLSC de Mercier-Est et du CLSC de Rivière-des-Prairies",montreal
cliniques médicales sans rendez-vous,Montréal Montréal QC,Répertoire des cliniques sans rendez-vous: sante.gouv.qc.ca/repertoire-ressources/consultations-medicales-sans-rendez-vous Consultations médicales le jour même ou dans les jours suivants.,,,sante.gouv.qc.ca/repertoire-ressources/consultations-medicales-sans-rendez-vous,le Québec,,provincial
université de montréal - clinique de cyber-criminologie,Montréal QC,"Prévention, soutien et écoute pour les victimes de cybercriminalité par une équipe multidisciplinaire d'étudiant·e·s universitaires. Accompagnement personnalisé à distance à court, moyen et long te",514 343-6111,info@clinique-cybercriminologie.ca,clinique-cybercriminologie.ca,le Québec,"population générale, personne de moins de 18 ans accompagnée d'un parent ou d'un·e tuteur·trice légal·e",provincial
mission old brewery - service de prévention de l'itinérance,Montréal QC,"Accompagnement des personnes seules ou ménages à risque d'itinérance (éviction, vulnérabilité économique, etc.) vers un logement. Aide au maintien dans le logement d'origine. Aide à l'orientat",438 820-8602,prevention@missionoldbrewery.ca,www.missionoldbrewery.ca/fr/prevention,Grand Montréal,"personnes ou ménages à risque d'itinérance, avec ou sans enfant",grand_montreal
survivors of incest anonymous,Montréal QC,"Groupe d'entraide guidé par un ensemble de 12 étapes et 12 traditions, adapté des AA, avec une prière de sérénité. Discussions de groupe et réunions d'étape confidentielles. Copie des 12 Steps &amp 12...",1 877 742-9761,sia@innocent.com,siawso.org,île de Montréal,personnes victimes d'abus sexuel durant l'enfance,montreal
ligne aide maltraitance adultes aînés,Montréal Montréal QC,Ligne téléphonique pour personnes aînées victimes d'abus ou de maltraitance et pour adultes en situation de vulnérabilité. Écoute et soutien. Confidentiel. Évaluation téléphonique et suivi téléphoniqu...,1 888 489-2287,,www.aideabusaines.ca,le Québec,"personnes de 50 ans et plus victimes d'abus ou de maltraitance, adultes en situation de vulnérabilité, personnes intervenantes du réseau de la santé, communautaire ou secteur financier ou toute personne concernée par une situation de maltraitance",provincial
logis rose virginie,Rosemont—La Petite-Patrie Montréal QC,"Logement de transition subventionné, avec suivi et accompagnement allant jusqu'à 3 ans. Évaluation, orientation et références. Plan d'intervention, encadrement et suivi psychosocial adapté. Approche b...",514 374-5818 poste 105,info@logisrosevirginie.org,logisrosevirginie.org,Grand Montréal,"femmes seules, autonomes, âgées entre 18 et 52 ans, en difficulté, à faible revenu, itinérantes ou à risque de l'être, étant aux prises avec des problèmes complexes, souvent interreliés, ayant des impacts récurrents sur plusieurs aspects de leur vie (précarité économique, dépendances, problèmatiques liées à la santé mentale, violence, problèmes relationnels ou familiaux)",grand_montreal
autisme soutien,Estrie QC,Soutien par et pour les personnes autistes. Soutien par clavardage. Activités éducatives à visée neuroaffirmative. Occasion de bénévolat.,,info@autismesoutien.ca,autismesoutien.ca,le Québec,personnes autistes,provincial
registre des résidences privées pour aînés,Montréal Montréal QC,"Base de données en ligne du Ministère de la Santé et des Services sociaux. Renseignements sur les services de l'ensemble des résidences privées pour les personnes aînées qui sont certifiées, conformém...",1 877 644-4545,,k10.pub.msss.rtss.qc.ca/K10accueil.asp,le Québec,,provincial
studios d'hérelle,Montréal Montréal QC,Logement social avec soutien communautaire pour personnes vivant avec le VIH à risque d'itinérance.,514 844-4874 poste 123,info@maisondherelle.org,maisondherelle.org,Grand Montréal,personnes vivant avec le VIH/sida,grand_montreal
comités des usagers du chsld saint-joseph-de-la-providence et du chsld des bâtisseurs,Montréal QC,Comité des personnes usagères. Renseignements sur les droits et obligations. Amélioration de la qualité des conditions de vis des personnes usagères. Évaluation du deg,514 331-2572 poste 4308,cr.sjp.cnmtl@ssss.gouv.qc.ca,www.ciusssnordmtl.ca/a-propos/comites-et-conseils/comites-des-usagers-et-comites-des-residents/liste-des-comites-des-usagers-et-des-comites-des-residents,île de Montréal,personnes usagères du CHSLD Saint-Joseph-de-la-Providence et du CHSLD des Bâtisseurs,montreal
association canadienne de réflexologie - section québec,QC,"Regroupement d'enseignant·e·s et de thérapeutes professionnel·le·s ainsi que les personnes étudiantes en réflexologie. Promotion de la réflexologie, réseautage et partage de connaissances. Formatio",,rac.quechapter@reflexologycanada.org,www.reflexologycanada.org/fr/quebec-2,le Québec,"grand public, enseignant·e·s et thérapeutes professionnel·le·s et personnes étudiantes en réflexologie",provincial
