nom,adresse,description,telephone,courriel,site_web,territoire,clientele,categorie_territoire,secteur,secteur_secondaire,exclu
centre culturel syrien (le),Saint-Laurent Montréal QC,"Aide aux personnes syriennes. Évènements-bénéfice: concerts, soirées, etc. Collaboration avec les organismes de bienfaisance: soutien financier aux organismes canadiens qui oeuvrent en Syrie et soutie...",,info@centreculturelsyrien.org,www.centreculturelsyrien.org/fr,Canada,"personnes réfugiées et immigrantes syriennes, organismes canadiens travaillant sur des projets humanitaires en Syrie",provincial,autres_missions_sociales,arts_culture_medias,oui
maison charlemagne,Montréal QC,"Centre résidentiel communautaire de juridiction provinciale. Soutien et encadrement via un programme de réinsertion sociale lors des périodes de permission de sortir, de libération conditionnelle, de ...",514 253-1926,info@maison-charlemagne.org,maison-charlemagne.org,île de Montréal,"hommes adultes judiciarisés au niveau provincial, bénéficiant d'une mesure de libération ou de suivi en communauté",montreal,soutien_vulnerabilite,defense_droits,non
centre associatif polyvalent d'aide hépatite c,Ville-Marie Montréal QC,"Ligne téléphonique d'écoute et d'information sur le VIH, l'hépatite B et C et la co-infection. Publication de brochures. Formation, éducation, symposium. Comités de concertation.",1 866 522-0444,info@capahc.org,capahc.com,le Québec,"personnes infectées ou co-infectées par l'hépatite C et le VIH, en situation d'itinérance ou non, personnes affectées par l'hépatite C",provincial,sante,soutien_vulnerabilite,non
info-aide violence sexuelle,Montréal QC,"Service d'écoute confidentiel par téléphone et clavardage pour victimes de violences sexuelles. Écoute, soutien, information et référence vers les ressources d'aide et de protection.",1 888 933-9007,info@cvasm.ca,infoaideviolencesexuelle.ca,le Québec,"personnes de tout âge victimes de violence sexuelle, leurs proches, intervenant·e·s",provincial,soutien_vulnerabilite,sante,non
maison tangente - logements de transition,Mercier—Hochelaga-Maisonneuve Montréal QC,"Logements de transition partagés. Séjour d'une durée maximale de deux ans. Intervention individuelle sur place. Support communautaire visant l'autonomie, l'indépendance (matérielle et économique) et l...",514 252-1837,info@maisontangente.qc.ca,maisontangente.qc.ca,le Québec,"personnes de 18 à 25 ans en situation d'itinérance, en difficulté et ayant déjà résidé à la Maison Tangente",provincial,soutien_vulnerabilite,logement,non
tel-jeunes,Ville-Marie Montréal QC,"Écoute et intervention psychosociale par téléphone, par clavardage, par courriel et par message texte. Forum d'échanges en ligne par et pour les jeunes. Clavardage avec de jeunes étudiant·e·s en relat...",1 800 263-2266,info@teljeunes.com,www.teljeunes.com,le Québec,jeunes de 20 ans et moins,provincial,sante,soutien_vulnerabilite,non
accueil bonneau - maison claire-ménard,Ville-Marie Montréal QC,Hébergement à durée indéterminée.,514 845-3906 poste 0-245,soutien.hebergement@accueilbonneau.com,www.accueilbonneau.com,île de Montréal,hommes de 25 ans et plus ayant vécu une situation d'itinérance ou à risque d'en vivre une,montreal,soutien_vulnerabilite,logement,non
service d'aide aux conjoints,Montréal QC,"Intervention auprès d'hommes dans un contexte de violence conjugale et familiale par des actions de prévention, sensibilisation et d'accompagnement. Information juridique. Rencontres individuelles. Gr...",1 438 828-7121,oscar.heredia@serviceaideconjoints.org,www.serviceaideconjoints.org,Grand Montréal,"hommes de 18 ans et plus vivant des difficultés conjugales (auteurs ou victimes de violence conjugale), sans égard à l'orientation sexuelle",grand_montreal,soutien_vulnerabilite,defense_droits,non
association d'entraide le chaînon - maison ste-marie,Montréal QC,Logements de transition pour femmes. Séjours pouvant aller jusqu'à 5 ans.,514 845-0151,secretariat@lechainon.org,lechainon.org,Grand Montréal,femmes seules,grand_montreal,logement,soutien_vulnerabilite,non
drogue: aide et référence,Montréal QC,"aide et référence : Service confidentiel, bilingue et gratuit d'information, de référence et de soutien sur l'alcoolisme et les toxicomanies. Ligne téléphonique. Clavardage. Orientation vers les servi...",514 527-2626,dar@aidedrogue.ca,www.aidedrogue.ca,le Québec,"personnes toxicomanes, alcooliques, proches, intervenants",provincial,soutien_vulnerabilite,sante,non
parados inc. (le),Montréal QC,Hébergement pour femmes en situation de violence conjugale. Information et référence. Écoute téléphonique. Consultation. Intervention psychosociale et de crise. Soutien dans les démarches. Accompagnem...,514 637-3529,parados@leparados.ca,www.leparados.ca,Grand Montréal,femmes en situation de violence conjugale avec ou sans enfants,grand_montreal,soutien_vulnerabilite,logement,non
société gastro-intestinale,QC,"Groupe d'entraide mensuel. Conférences, sensibilisation. Recherche, information et éducation.",1 855 600-4875,info@mauxdeventre.org,badgut.org/?lang=fr,le Québec,"personnes vivant avec des conditions gastro-intestinales et du foie (cancer colorectal, maladies inflammatoires de l'intestin (Crohn et colite), maladie coliaque, syndrome de l'intestin irritable, hépatite et autres), leurs proches, personnes cliniciennes et chercheuses",provincial,sante,soutien_vulnerabilite,non
association québécoise du lymphoedème,Laval QC,"Sensibilisation, éducation et information. Soutien thérapeutique: écoute, conseil et référence. Groupe d'éducation et d'entraide mensuel, avec présence de spécialistes invités (un mois en français, l'...",1 866 979-2463,aql@infolympho.ca,infolympho.ca,le Québec,"personnes vivant avec un lymphodème ou à risque, leurs proches, professionnel·le·s de la santé",provincial,sante,soutien_vulnerabilite,non
concertation des luttes contre l'exploitation sexuelle,Montréal QC,"Écoute téléphonique, soutien, information et référence. Accompagnement et soutien dans les démarches (santé, juridique, logement). Groupe de soutien pour les femmes impliquées ou ayant un vécu dans",514 750-4535,info@lacles.org,www.lacles.org,le Québec,"femmes avec un vécu dans la prostitution ou l'échange de services sexuels contre de l'argent, des biens, de la drogue ou des faveurs sur une base régulière ou occasionnelle, femmes susceptibles de pratiquer ces activités, leurs proches",provincial,soutien_vulnerabilite,defense_droits,non
toit pour elles (un),Montréal QC,Hébergement temporaire pour un maximum de 3 mois pour les femmes en processus de sortie de l'industrie du sexe. Soutien aux femmes hébergées et mise en place d'un plan d'action avec elles pour l'obten...,514 903-3553,info@untoitpourelles.org,www.untoitpourellesquebec.org,Grand Montréal,"femmes de 18 ans et plus ayant un vécu en lien avec l'industrie du sexe, femmes de 18 ans et plus en processus de sortie de la prostitution",grand_montreal,soutien_vulnerabilite,logement,non
service de messagerie pour arrêter le tabac (smat),QC,"Programme d'encouragement, de conseils, d'informations et de soutien à l'arrêt tabagique. Soutien quotidien via des messages automatisés et interactifs. Messenger: envoi de messages quotidiens pendant...",20202,smat@cancer.ca,www.smat.ca,le Québec,jeunes adultes de 18 à 34 ans et adultes de 35 ans et plus qui souhaitent arrêter de fumer,provincial,sante,soutien_vulnerabilite,non
meurtres et disparitions irrésolus du québec,Montérégie QC,Rassemblement de familles de personnes disparues ou assassinées.? Affichage sur des véhicules ou des babillards électroniques. Développement d'une base de données. Représentation des victimes.,819 200-4628,stephane@meurtresetdisparitions.com,meurtresetdisparitions.com,le Québec,familles de personnes disparues ou assassinées,provincial,soutien_vulnerabilite,defense_droits,non
habitations modulaires - côte-des-neiges-notre-dame-de-grâce,Montréal QC,"Habitations transitoires avec accompagnement. Intervenant·e·s présents 24 heures, 7 jours. Services psychosociaux. Aide à la recherche d'un domicile permanent. Aide à la recherche d'un emploi.",438 823-0301,hma.admission@missionoldbrewery.ca,montreal.ca/articles/habitations-temporaires-pour-sortir-de-litinerance-88908,le Québec,"habitations: personnes itinérantes autonomes de 18 ans et plus qui sont sans enfants et sans enjeux de comportement liés aux dépendances et à la santé mentale, autres services: personnes habitant les habitations transitoires",provincial,soutien_vulnerabilite,logement,non
juripop,Ville-Marie Montréal QC,"Services juridiques à faibles coûts. Avocat·e·s abordables: représentation devant les tribunaux, accompagnement en négociation et médiation, rédaction et révision de documents et conseils juridiques. ...",514 705-1637,info@juripop.org,juripop.org,"le Québec, représentation juridique: Montréal, Laval, Longueuil","personnes à faible revenu n'étant pas admissibles à l'aide juridique, organismes à but non lucratifs",grand_montreal,defense_droits,,non
justice pro bono,Ville-Marie Montréal QC,Promotion de l'accessibilité des services juridiques. Répertoire en ligne des ressources juridiques gratuites ou à faible coût: boussolejuridique.ca,514 904-1076,info@justiceprobono.ca,justiceprobono.ca,le Québec,"personnes, groupes de personnes ou personnes morales qui ne sont pas admissibles à l'aide juridique et qui ne sont pas en mesure de payer les services d'un·e avocat·e ou d'un·e notaire",provincial,defense_droits,,non
mission old brewery - maison des voisines de lanaudière (la),Ville-Marie Montréal QC,Résidence de transition. Accompagnement psychosocial ayant une durée déterminée en fonction du programme.,514 526-6446 poste 521,info@missionoldbrewery.ca,www.missionoldbrewery.ca,Grand Montréal,femmes ayant déjà été accueillies au pavillon Patricia Mackenzie,grand_montreal,soutien_vulnerabilite,logement,non
corporation maison charlemagne,Montréal QC,Services de réinsertion sociale pour hommes judiciarisés. Maison Charlemagne: centre résidentiel communautaire de juridiction provinciale. Résidence Madeleine-Carmel: centre résidentiel communautaire ...,514 257-9494,info@maison-charlemagne.org,maison-charlemagne.org,Grand Montréal,hommes judiciarisés,grand_montreal,soutien_vulnerabilite,defense_droits,non
en marge 12-17 - refuge,Ville-Marie Montréal QC,"Hébergement pour jeunes incluant repas, soutien psychosocial, information et référence. Hébergement d'urgence: 3 nuits suivies d'un accès d'une nuit par semaine. Hébergement à court terme: 30 jours av...",514 849-7117,hebergement@enmarge1217.ca,www.enmarge1217.ca,île de Montréal,"hébergement d'urgence: jeunes de 12 à 17 ans en fugue ou vivant dans la rue, hébergement à court terme: jeunes de 16 à 17 ans, sur une base volontaire et avec un consentement parental",montreal,soutien_vulnerabilite,developpement_enfants_familles,non
calacs trêve pour elles,Mercier—Hochelaga-Maisonneuve Montréal QC,"Information, référence, évaluation. Rencontres individuelles pour les personnes adolescentes de 14 à 17 ans. Groupes de soutien pour les personnes de 18 ans et plus. Accompagnement pour remplir le for...",514 251-0323,info@trevepourelles.org,trevepourelles.org,île de Montréal et les environs,"femmes cis et trans de 14 ans et plus ayant subi une agression à caractère sexuel, personnes non-binaires utilisant les pronoms """"elle"""" ou """"iel"""" avec les accords féminins et qui sont à l'aise avec les textes féminisés de 14 ans et plus ayant subi une agression à caractère sexuel",montreal,soutien_vulnerabilite,defense_droits,non
auberge transition,Montréal QC,"Hébergement d'urgence pour femmes et enfants victimes de violence conjugale. Soutien, accompagnement, références et suivi post-hébergement. Soutien de groupe. Service d'urgence téléphonique 24 heures,...",514 481-0495,direction@aubergetransition.org,aubergetransition.org,île de Montréal,femmes avec ou sans enfants victimes de violence conjugale,montreal,soutien_vulnerabilite,logement,non
